Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
29,WALKING_DOWNSTAIRS,0.2931404411,-0.0149412151,-0.0981339985,0.1673836025,-0.122463467,-0.2231779999,0.948486215,-0.0760962952,0.0919650454,-0.9417361925,-0.9139030638,-0.8693009048,0.0636871965,0.000621017,-0.0140642983,-0.023952574,-0.0773408384,-0.478764185,-0.0374126071,-0.085104589,0.0822244075,-0.2820772575,-0.3904601377,-0.3111226154,-0.074398647,-0.0671482305,-0.035964843,-0.347807557,-0.6934690358,-0.3797694065,0.1037051657,0.1344811502,0.1037051657,0.1344811502,-0.1386376245,-0.0307693372,-0.1229681088,-0.2674097984,-0.5391744565,-0.5970570488,0.1106632002,-0.0212293718,-0.2666921502,0.1874386243,-0.2393490536,-0.262073242,-0.0382458213,-0.097785066,-0.4111734519,-0.0986379156,-0.1203815212,-0.5473208869,-0.1894180015,-0.4631250321,-0.1992258945,-0.3191231379,-0.3548726896,-0.4161658458,0.1159739682,-0.0330868111,0.0004488963,-0.0797714325,-0.3814598819,-0.3230245751,-0.596578626,-0.6266759821
29,WALKING_UPSTAIRS,0.2654230669,-0.0299465312,-0.1180005878,-0.086771557,-0.1221282876,0.0995443502,0.9292589539,-0.2271201253,0.0443786012,-0.9541890131,-0.9230077984,-0.8588494671,0.1063451934,-0.0006890192,-0.0290713872,-0.1823658151,-0.3886241955,-0.6787637665,0.0931989463,-0.1523281122,0.0854318123,-0.3239047316,0.0461103045,-0.3748151412,-0.1304290727,-0.051103512,-0.068093878,-0.4749326063,-0.7342251924,-0.5584170241,0.0083436027,-0.0414696052,0.0083436027,-0.0414696052,-0.3443248331,-0.254485176,0.0439627678,-0.0800476154,-0.6173408031,-0.7128463184,-0.10979348,-0.1960115035,-0.3204878829,-0.0790625306,-0.1412580667,0.2030578369,-0.225067771,-0.4088866055,-0.6461985878,-0.2113853979,-0.4086489469,-0.7101165918,-0.2605192904,-0.3940453412,-0.3417001324,-0.350338205,0.2343467837,-0.4441530565,-0.108306403,-0.1559937559,-0.2391080467,-0.2805835565,-0.357213897,-0.0743314698,-0.6974545531,-0.7564641861
30,STANDING,0.2771126992,-0.0170163888,-0.1087562098,-0.9775594269,-0.8916545271,-0.9128505969,0.9685567051,-0.1002968042,0.0243044363,-0.9964209192,-0.9581457634,-0.9492073683,0.0752414472,0.0120860416,0.0019084146,-0.9684307453,-0.9573188814,-0.9688973161,-0.0276138535,-0.067033438,0.0802514754,-0.911408518,-0.9407054122,-0.9308346844,-0.0997160228,-0.04377597,-0.0520307176,-0.9601190742,-0.9681350063,-0.9708456707,-0.9305735749,-0.9165704414,-0.9305735749,-0.9165704414,-0.9712251902,-0.9507622712,-0.9138905649,-0.8872476368,-0.9729952739,-0.9559956719,-0.9720140508,-0.9194751212,-0.9380897749,-0.9804265758,-0.8855727817,-0.9072867931,-0.9678575893,-0.9574348875,-0.962892628,-0.9722167286,-0.9604423605,-0.9739543383,-0.9157428551,-0.9456288369,-0.9377981246,-0.9117181632,-0.9394697741,-0.9351768849,-0.9320474507,-0.9217332331,-0.9533576159,-0.9466398469,-0.9174494173,-0.888872228,-0.9592421651,-0.9550085642
30,SITTING,0.2683360814,-0.008047313,-0.0995154461,-0.9836227442,-0.9378570008,-0.9506540413,0.8254738369,0.1145883926,0.34476602,-0.9783647123,-0.9593613068,-0.9566356631,0.0760057732,0.0097569252,-0.0027816183,-0.9888645774,-0.9804209284,-0.9881643813,-0.0358426482,-0.0743535584,0.0702002598,-0.9881326695,-0.9764775619,-0.9550532008,-0.0952707675,-0.0407930587,-0.0488204596,-0.9938685455,-0.9924913229,-0.9881244956,-0.9574872215,-0.9429014666,-0.9574872215,-0.9429014666,-0.9877990556,-0.98605764,-0.9558473239,-0.9606412882,-0.9937373882,-0.991280225,-0.985008785,-0.9540760423,-0.9662740906,-0.9832310055,-0.9339925779,-0.9462038234,-0.9887754365,-0.9804057173,-0.9859783153,-0.9900175645,-0.9819021165,-0.9889712119,-0.9870346265,-0.9820058834,-0.9611771095,-0.9884848032,-0.9738049508,-0.9573086852,-0.9599233881,-0.9435437326,-0.985826331,-0.985294959,-0.9738762829,-0.9595139373,-0.9917506821,-0.9909464245
30,LAYING,0.2810339006,-0.0194494099,-0.1036581505,-0.9763625154,-0.9542018239,-0.9670442364,-0.3447377553,0.7326612477,0.6814592107,-0.9795639427,-0.9889307149,-0.9832745249,0.0752196666,0.010768019,-0.0003741897,-0.9774637756,-0.9710497781,-0.9795178961,-0.0267812219,-0.0761476352,0.0938472163,-0.9736628224,-0.966041673,-0.9688891561,-0.1022773586,-0.0384875868,-0.059573677,-0.9837758337,-0.9803570621,-0.9807688746,-0.9698299843,-0.9601679073,-0.9698299843,-0.9601679073,-0.97923282,-0.9696422903,-0.9622849211,-0.951264441,-0.9850864134,-0.9761771426,-0.9747899993,-0.9599742746,-0.9703219917,-0.9770452606,-0.9535584,-0.9671881986,-0.9768879016,-0.9716962799,-0.9756324204,-0.9803507481,-0.9724341967,-0.9822815531,-0.9717890527,-0.9681703324,-0.9675773611,-0.9744884007,-0.9651341524,-0.972199238,-0.9628408204,-0.9640518107,-0.9699492696,-0.968087778,-0.962001199,-0.9526444493,-0.9778213356,-0.9754815487
30,WALKING,0.276406758,-0.0175880386,-0.0986247069,-0.3463942752,-0.1735500217,-0.1204767839,0.9652175511,-0.1576738238,-0.0039255638,-0.9797524669,-0.9701765622,-0.9439584206,0.068868997,0.0219656545,-0.0073953424,-0.3744009414,-0.2707092744,-0.5213518551,-0.0459505356,-0.0649170927,0.0839568239,-0.3879205938,0.0060027789,-0.1825696524,-0.0873839917,-0.0617028869,-0.044600723,-0.4603453862,-0.4976218023,-0.4762087962,-0.195140033,-0.3598734115,-0.195140033,-0.3598734115,-0.3521117138,-0.3537510209,-0.0229640797,-0.2668457313,-0.4720687298,-0.5469772723,-0.3514029109,-0.1938566639,-0.3095588826,-0.3449281125,-0.2156343154,-0.0931447618,-0.3895956311,-0.2995253439,-0.4670307102,-0.415135398,-0.2894660953,-0.5754102671,-0.3744403005,-0.175900924,-0.2473503437,-0.399032346,0.0955456046,-0.2379414736,-0.3423637729,-0.4698527949,-0.3471801347,-0.3665374166,-0.358344356,-0.3315417409,-0.5476217532,-0.5785800446
30,WALKING_DOWNSTAIRS,0.283190647,-0.01743839,-0.0999781422,-0.0577703164,-0.0272628078,-0.2172756903,0.9580004915,-0.1267103719,0.0288081675,-0.9588903887,-0.9186787524,-0.87766706,0.0883933037,-0.0075611075,-0.0118301423,-0.2266439011,-0.1946560966,-0.4670701534,-0.0745591302,-0.0693112412,0.0895767797,-0.2659231609,-0.2853924164,-0.2953703628,-0.0615954584,-0.049680764,-0.0543595229,-0.5427645071,-0.6137963031,-0.498882854,-0.0373901122,-0.0135771209,-0.0373901122,-0.0135771209,-0.2937388016,-0.1252831845,-0.0955373205,-0.208267542,-0.5743370065,-0.6176620735,-0.1069669571,-0.0216637054,-0.2580673667,-0.0405257092,-0.0934682614,-0.2573933723,-0.2349231466,-0.2249927804,-0.399688694,-0.2898027294,-0.2174320193,-0.5355150484,-0.2630616281,-0.3480651197,-0.2637207639,-0.2783865963,-0.255732055,-0.3715414761,0.0041015103,-0.1785351733,-0.1259614004,-0.1331243046,-0.3567723473,-0.2523618826,-0.617578814,-0.6455039424
30,WALKING_UPSTAIRS,0.2714156423,-0.0253311699,-0.1246974938,-0.3505044752,-0.1273111576,0.0249468035,0.93182983,-0.2266472922,-0.0221401101,-0.9540336243,-0.914933936,-0.8624027912,0.0579840373,-0.0035871923,0.0161506199,-0.5354202034,-0.5872145429,-0.7619420254,-0.0035597458,-0.0779606465,0.0814699303,-0.4938375208,-0.0840481513,-0.2115735799,-0.1084142613,-0.0141113354,-0.0364157841,-0.7427495295,-0.7433369585,-0.6651506192,-0.1376278572,-0.3274108159,-0.1376278572,-0.3274108159,-0.5966000995,-0.5618377065,-0.1136083673,-0.1692935343,-0.7187802568,-0.7744390968,-0.4204028282,-0.2978137686,-0.36751984,-0.3262603582,-0.1042991803,0.1214474149,-0.55067842,-0.5929194408,-0.7378038812,-0.5615652066,-0.610826602,-0.78475388,-0.4880390031,-0.3660584332,-0.3189370015,-0.503484237,0.0449545536,-0.253427075,-0.4005883538,-0.3945080808,-0.5497848906,-0.5808781332,-0.4491507351,-0.1514722784,-0.7739744518,-0.7913494251
2,STANDING,0.2779114722,-0.018420827,-0.1059085361,-0.9872718893,-0.9573049893,-0.9497418513,0.8969285669,-0.3700626969,0.1297471612,-0.9866858187,-0.9741944204,-0.9459270787,0.0747588598,0.0103291775,-0.0083715885,-0.9810857156,-0.9710594396,-0.9828414465,-0.0238623876,-0.0820396578,0.0878351695,-0.9729986298,-0.9714419965,-0.9648567019,-0.1055621579,-0.0422419535,-0.0546539479,-0.9793240007,-0.9834472585,-0.9736101183,-0.9658751813,-0.957874965,-0.9658751813,-0.957874965,-0.9804890774,-0.9766752802,-0.9634663419,-0.9539433804,-0.9839519043,-0.9772044278,-0.9839467398,-0.9598716974,-0.9624711957,-0.9890564698,-0.9579088422,-0.9464335835,-0.9809732417,-0.970851338,-0.979775152,-0.9830079237,-0.9735202411,-0.9845999052,-0.967037112,-0.972576153,-0.9606276961,-0.9749881246,-0.9710360504,-0.9697542957,-0.9640521665,-0.9605193815,-0.9770652956,-0.97516046,-0.9617759048,-0.9567887257,-0.9778498274,-0.9777542981
2,SITTING,0.2770873517,-0.0156879937,-0.1092182725,-0.9868222796,-0.9507044991,-0.9598281717,0.940477273,-0.1056300245,0.1987267688,-0.9799887609,-0.956750273,-0.954415873,0.0722564387,0.0116954511,0.0076054693,-0.9880558541,-0.9779839554,-0.9875182117,-0.045470662,-0.0599286797,0.0412277462,-0.9857420278,-0.978919527,-0.9598037087,-0.0936328413,-0.0415602029,-0.0435850967,-0.989709023,-0.9908896148,-0.9855423257,-0.9678936239,-0.9530814441,-0.9678936239,-0.9530814441,-0.986774713,-0.984475868,-0.9460350872,-0.9613136241,-0.9910814939,-0.9895949196,-0.9858038407,-0.9573434985,-0.9701621726,-0.98736209,-0.9500737541,-0.9568628641,-0.9878487937,-0.9771397028,-0.9851290502,-0.9894591074,-0.9808042285,-0.9885708041,-0.9826213896,-0.9821009237,-0.9598148224,-0.9868085015,-0.9773561887,-0.9635226598,-0.9612737483,-0.9555756022,-0.9838746989,-0.9841241859,-0.9718405961,-0.9613857452,-0.9898619509,-0.9896329089
2,LAYING,0.281373404,-0.0181587398,-0.1072456104,-0.9740594648,-0.9802773988,-0.9842332969,-0.5097542381,0.7525366394,0.6468348796,-0.9590144415,-0.9882118652,-0.9842304181,0.0825972512,0.0122547885,-0.001802649,-0.9858721688,-0.9831725413,-0.9884420144,-0.0184766068,-0.1118008246,0.1448828461,-0.9882752329,-0.982291609,-0.9603065604,-0.1019741342,-0.0358590176,-0.0701783021,-0.9932358492,-0.9895675379,-0.9880358213,-0.9774354852,-0.9728739129,-0.9774354852,-0.9728739129,-0.987741696,-0.9855180763,-0.9500115696,-0.961164054,-0.9917670742,-0.9897180952,-0.9767250598,-0.9798008779,-0.9843809819,-0.9732464821,-0.9810251056,-0.984792185,-0.9858136308,-0.9827682504,-0.9861971346,-0.9872502558,-0.9849873929,-0.9893453685,-0.9864311425,-0.9833216354,-0.9626718875,-0.9888606858,-0.9819106165,-0.9631742223,-0.9751101965,-0.9751213879,-0.9853741148,-0.9845684892,-0.9721129727,-0.9610983788,-0.9902487023,-0.9894926604
2,WALKING,0.2764265864,-0.0185949199,-0.105500358,-0.4236428385,-0.0780912533,-0.4252575249,0.9130173334,-0.34660709,0.0847270871,-0.9726932014,-0.9721168797,-0.9720728476,0.0618080696,0.0182492679,0.0078953371,-0.2775304626,-0.0166022363,-0.586090419,-0.0530258157,-0.0482382317,0.0828336633,-0.5615502558,-0.5384536678,-0.4810855351,-0.0818833429,-0.0538299449,-0.0514939157,-0.3895498315,-0.6341404361,-0.4354926773,-0.2904075937,-0.4225441693,-0.2904075937,-0.4225441693,-0.2814241539,-0.1641509851,-0.4465490929,-0.5530199163,-0.5479119503,-0.5577981514,-0.346048161,-0.0219048103,-0.4538063698,-0.4576513837,-0.1692196862,-0.4552221464,-0.3046153229,-0.0787640837,-0.5549567097,-0.3143130634,-0.015332952,-0.6158981885,-0.4297135361,-0.5547721122,-0.3966599075,-0.6040530192,-0.5330469525,-0.5598566351,-0.3242894279,-0.5771052117,-0.1690643528,-0.1640919694,-0.5307048147,-0.6517928397,-0.5832492934,-0.5581045547
2,WALKING_DOWNSTAIRS,0.2776153481,-0.0226614158,-0.1168129424,0.0463666814,0.262881789,-0.1028379081,0.8618313455,-0.3257801006,-0.0438890163,-0.9403617596,-0.9400685255,-0.9314383132,0.1100406156,-0.0032795908,-0.0209351678,0.1472491432,0.1268280146,-0.3401220232,-0.1159473529,-0.0048232923,0.0971738089,-0.32078923,-0.4157391449,-0.279418388,-0.0581038499,-0.0421470258,-0.0710229817,-0.2439405926,-0.4693967011,-0.2182663186,0.0899511205,0.2155863349,0.0899511205,0.2155863349,0.0056551634,0.2296171851,-0.1621885869,-0.2748441105,-0.4108726715,-0.3431878754,0.1128411603,0.2783450418,-0.131290772,0.0161046199,0.171973973,-0.1620328943,0.1381206811,0.0962091608,-0.2714987211,0.0499590625,0.0808333491,-0.4082274232,-0.1457759704,-0.361913824,-0.0874944736,-0.3794366744,-0.4587327474,-0.4229876651,0.2934248266,-0.0214787882,0.2222474096,0.2274807325,-0.3208385436,-0.3725767554,-0.3801753065,-0.3436989854
2,WALKING_UPSTAIRS,0.2471647904,-0.0214121132,-0.1525138995,-0.3043764065,0.1080272799,-0.1121210212,0.7907174185,-0.4162148904,-0.1958882389,-0.9344077398,-0.9237674538,-0.8780040569,0.074450784,-0.0097098551,0.0194814393,-0.2761218865,-0.1856489542,-0.5737463525,-0.0576912635,-0.0320883097,0.0688374022,-0.439253059,-0.4662983367,-0.1639957917,-0.0828858001,-0.0424053708,-0.0445157482,-0.4648543631,-0.6454913377,-0.467595961,-0.1073226795,-0.2059770453,-0.1073226795,-0.2059770453,-0.321268911,-0.2173893946,-0.219713473,-0.3775321676,-0.5728164385,-0.5972917192,-0.2667209333,0.0099244588,-0.2810019862,-0.3205824144,0.0848802791,-0.0945449764,-0.2586394397,-0.1878421317,-0.5227280633,-0.3654154415,-0.2435541467,-0.6250909815,-0.3316435775,-0.488086124,-0.248601122,-0.4763588456,-0.459758489,-0.2180724715,-0.1453185392,-0.3667282438,-0.1895111369,-0.260423839,-0.4506121848,-0.4386204019,-0.6007984963,-0.6218202029
4,STANDING,0.2804997459,-0.009489111,-0.0961574906,-0.97692058,-0.8615973788,-0.8968805384,0.9561977913,-0.0759009061,0.1668938259,-0.9729083559,-0.9176134648,-0.8994047753,0.072132838,-0.0065301569,-0.0211889891,-0.972586542,-0.9383546779,-0.9730542011,-0.0306449342,-0.0618248506,0.0755636431,-0.9096879745,-0.949227147,-0.9099950386,-0.1030578941,-0.0461257201,-0.0490753498,-0.9496338786,-0.9760651746,-0.9579820195,-0.9064780518,-0.8909766834,-0.9064780518,-0.8909766834,-0.9633707384,-0.9581594821,-0.9009821005,-0.8851443177,-0.9676140739,-0.9642827843,-0.9734975496,-0.889549205,-0.9316434213,-0.9787376377,-0.8573802818,-0.8875543177,-0.9723108943,-0.9376242421,-0.9686484116,-0.9757067236,-0.9440753089,-0.9762295055,-0.905464162,-0.9559929452,-0.9152809554,-0.9124647939,-0.9458258402,-0.9166516313,-0.9176140148,-0.8953400421,-0.9561392836,-0.9600324988,-0.9142091657,-0.8871944043,-0.9644711395,-0.9664302175
4,SITTING,0.2715382799,-0.0071630652,-0.1058745959,-0.980309931,-0.8902239811,-0.9322030066,0.8693030064,0.2116225399,0.1101204811,-0.9814052948,-0.9327271039,-0.9509492546,0.0784500239,-0.0108582171,-0.0121499952,-0.9767421962,-0.9445961056,-0.9790387658,-0.0494435116,-0.0894300611,0.1011503348,-0.9701317904,-0.9584681204,-0.9279722294,-0.0969494842,-0.04184839,-0.0489964352,-0.9698997312,-0.984441358,-0.9688048316,-0.93569482,-0.9144078448,-0.93569482,-0.9144078448,-0.9701322836,-0.9625491104,-0.9260633138,-0.928898293,-0.9804904618,-0.9758066902,-0.9774624984,-0.9057829318,-0.9517837432,-0.9819081892,-0.8894673494,-0.9269993168,-0.9768457126,-0.9442983908,-0.9751549056,-0.9787769122,-0.949293158,-0.9816994482,-0.9605896358,-0.9675836478,-0.9337768922,-0.973333107,-0.954120419,-0.9328683544,-0.929002095,-0.9198157096,-0.9625007338,-0.9615845194,-0.9487697524,-0.9288505544,-0.9765477634,-0.9762617538
4,LAYING,0.263559215,-0.0150031841,-0.1106881503,-0.9541937389,-0.9417140424,-0.9626673148,-0.4206646622,0.9151651043,0.3415313106,-0.9211999659,-0.9698166357,-0.9761766089,0.0934494218,0.0069331321,-0.0064105433,-0.9783027811,-0.9422094883,-0.9785119843,-0.0092315635,-0.0930128181,0.1697204041,-0.9731024222,-0.9611092919,-0.962073755,-0.1050198777,-0.0381230432,-0.0712156288,-0.9751032043,-0.9868556298,-0.9839653598,-0.9545576031,-0.9312922166,-0.9545576031,-0.9312922166,-0.9700957717,-0.9607864307,-0.9302364626,-0.9470317817,-0.985068502,-0.9826982137,-0.9588020776,-0.9388833744,-0.9675042789,-0.9524648815,-0.9463809711,-0.9621544543,-0.9785424574,-0.9439699872,-0.9753833294,-0.9800792926,-0.9443668817,-0.9802612363,-0.9672037365,-0.9721878391,-0.9614792626,-0.9750947394,-0.9561825002,-0.9658074667,-0.9393897013,-0.937187976,-0.9622871254,-0.9580371193,-0.9615566602,-0.9471003252,-0.9836090733,-0.9825436317
4,WALKING,0.2785820152,-0.0148399475,-0.1114030649,-0.4408299713,-0.0788267368,-0.5862528068,0.9639996968,-0.0858540266,0.1277641127,-0.9838264948,-0.967963221,-0.962968112,0.0783529082,0.0029560243,-0.0007676793,-0.2970426125,-0.2211651316,-0.7513913825,-0.0317982558,-0.0726905279,0.0805677161,-0.500916659,-0.6653940928,-0.662608226,-0.1153215565,-0.0393474489,-0.0551166853,-0.4923410668,-0.807419937,-0.6404541328,-0.3120505742,-0.5276791032,-0.3120505742,-0.5276791032,-0.3667008798,-0.316918956,-0.4977922011,-0.5531161112,-0.6813040365,-0.7301463685,-0.4267194497,-0.1493996334,-0.6310054708,-0.4472349297,-0.1017994506,-0.5941983257,-0.3588834137,-0.2795533915,-0.7289915957,-0.2973260725,-0.2099000063,-0.7723590873,-0.3733845407,-0.6884600567,-0.6013811292,-0.542646759,-0.6546577702,-0.7164584752,-0.4508045583,-0.6511726282,-0.318587811,-0.320458701,-0.609285588,-0.5939372008,-0.7243274207,-0.7577680812
4,WALKING_DOWNSTAIRS,0.2799653296,-0.0098020085,-0.1067775246,0.0111935496,-0.218598325,-0.4791859771,0.9477318587,-0.0620852773,0.1487148089,-0.9552588813,-0.9320660411,-0.9377537944,0.0971862749,0.0056378022,-0.0072913777,-0.1457597087,-0.1462422949,-0.6266469869,-0.1028388225,-0.0704025952,0.0592639495,-0.3702446953,-0.6994535371,-0.4984808004,-0.0921282735,-0.0348434913,-0.0492836436,-0.3959954944,-0.8168582402,-0.3257800737,-0.0491616727,-0.0819559041,-0.0491616727,-0.0819559041,-0.2288514137,-0.216858922,-0.3466062928,-0.3805726254,-0.5928430149,-0.6370795436,-0.0722392277,-0.1296066395,-0.4946834516,0.0390098263,-0.3225313177,-0.5126943031,-0.1616329077,-0.1729416287,-0.5839173713,-0.2082500623,-0.1772020943,-0.6688673344,-0.2402988934,-0.7175458404,-0.318306481,-0.414919001,-0.6915183673,-0.6216584713,-0.0190743352,-0.2636440303,-0.1752952866,-0.280426777,-0.4292133696,-0.457674088,-0.6217524558,-0.6854709318
4,WALKING_UPSTAIRS,0.2708766967,-0.0319804296,-0.1142194555,-0.2049330429,-0.0666899105,-0.3721377777,0.9462643144,-0.2329443046,0.0841675383,-0.9584952356,-0.923376019,-0.9196194533,0.056097191,0.0234018993,0.0034028084,-0.3804880273,-0.2815431753,-0.7264953119,0.0393825199,-0.0859471684,0.0843753843,-0.4544310433,-0.5511855692,-0.3608110479,-0.1314720713,-0.0390508829,-0.0722496261,-0.5336668038,-0.8407227527,-0.5562365848,-0.1537039354,-0.2120123005,-0.1537039354,-0.2120123005,-0.4009222548,-0.4372614779,-0.2997794079,-0.5109741344,-0.6869783744,-0.7552704577,-0.2944882704,-0.1171091615,-0.5246557227,-0.173217219,-0.101434446,-0.3451098177,-0.4183046473,-0.2978051872,-0.6901069342,-0.3967625848,-0.3145250308,-0.762772175,-0.3710689925,-0.6843102015,-0.3507657371,-0.4835486935,-0.4898242792,-0.4245335123,-0.2768254982,-0.3010058985,-0.397406285,-0.4973240873,-0.5757940721,-0.5524896288,-0.7407492263,-0.7942094831
9,STANDING,0.2823100573,-0.0200454954,-0.0952747481,-0.9757412524,-0.9386357593,-0.9192958058,0.9613235022,-0.0103838165,0.0091476924,-0.9891031604,-0.9725738676,-0.9322452951,0.0760032054,0.0130699796,-0.0047007855,-0.9699733989,-0.9638493329,-0.9705842647,-0.0291831363,-0.0608101583,0.0992409332,-0.921990612,-0.9460466404,-0.9398897373,-0.095897704,-0.0419199574,-0.0575743131,-0.9491056916,-0.9750365304,-0.9697264836,-0.9451674824,-0.9361050104,-0.9451674824,-0.9361050104,-0.9695245789,-0.9637641778,-0.9210302231,-0.9082914031,-0.9698240442,-0.9652870509,-0.971662692,-0.9448494318,-0.9416868742,-0.9775792484,-0.9387900169,-0.9138968322,-0.9713137687,-0.9626242989,-0.9671292004,-0.9712788233,-0.9682345796,-0.9725887487,-0.9169744376,-0.9545143016,-0.941510336,-0.9247385764,-0.9419505769,-0.9449428118,-0.9463301718,-0.9402655464,-0.963242884,-0.9635931596,-0.9297690678,-0.9109096596,-0.967491628,-0.9647707991
9,SITTING,0.2483267435,-0.027016777,-0.0753784689,-0.9572277914,-0.875141405,-0.8320018727,0.9163245106,-0.0414258229,0.0852630991,-0.9552804062,-0.94645197,-0.8858541124,0.0770050064,0.0098173973,-0.0086746727,-0.9645358564,-0.9567775448,-0.9618894376,-0.0423288768,-0.0414271181,0.0807919286,-0.9590200492,-0.9191882264,-0.9301768338,-0.0930708106,-0.0466634415,-0.05284149,-0.9645323452,-0.9719274472,-0.9687388914,-0.8933617176,-0.8637564342,-0.8933617176,-0.8637564342,-0.964383757,-0.9517802432,-0.9032355368,-0.9066063206,-0.9733641366,-0.9663610734,-0.959413594,-0.911683219,-0.8922013438,-0.956903459,-0.8676136075,-0.8180018348,-0.9655962396,-0.9580073906,-0.9575269752,-0.9666604036,-0.9585229866,-0.9649413418,-0.950315237,-0.9396930078,-0.940312313,-0.9618360162,-0.910583361,-0.9341874784,-0.8977181972,-0.8691725114,-0.9530504408,-0.9493949814,-0.9344377378,-0.9064712292,-0.9683155878,-0.9659970148
9,LAYING,0.2591955368,-0.0205268217,-0.1075497214,-0.94233309,-0.9162927764,-0.9407072854,-0.5802528348,-0.1191541962,0.9578730416,-0.9218210626,-0.9699944882,-0.9712046902,0.0880734476,0.0115617327,-0.0070536779,-0.9647404702,-0.9639966798,-0.958562455,-0.0136320361,-0.1589029198,0.1012750107,-0.9422465098,-0.9266185314,-0.9615953704,-0.1038466798,-0.0275522569,-0.0569490475,-0.945329035,-0.9621702422,-0.9770761602,-0.9308684376,-0.9151268002,-0.9308684376,-0.9151268002,-0.9633745492,-0.9550268052,-0.9071250998,-0.8985578738,-0.964524819,-0.9528015598,-0.946865494,-0.9343665984,-0.9459190006,-0.9409810272,-0.9128367508,-0.9419711636,-0.964304065,-0.9640828062,-0.955909215,-0.9686013042,-0.966634136,-0.9597147176,-0.930297921,-0.9345796594,-0.9598150092,-0.9463891504,-0.9231319366,-0.965686312,-0.9266042952,-0.9219297384,-0.9543205856,-0.9550947122,-0.9186053356,-0.9034005814,-0.9558062546,-0.9522904702
9,WALKING,0.2785028421,-0.0180891971,-0.1108205123,-0.2383535627,-0.2016969608,-0.0579636469,0.9518670796,-0.0314341739,-0.1158561211,-0.9809719737,-0.9712424231,-0.9555239956,0.070435727,0.021225591,0.0041476274,-0.206733788,-0.2769299338,-0.4097645262,-0.0808360599,-0.0625598711,0.1116297799,-0.4761635067,-0.4670541679,-0.2656835213,-0.0809204094,-0.0356283427,-0.0633406621,-0.526985309,-0.5492002281,-0.457881494,-0.0980840496,-0.37942877,-0.0980840496,-0.37942877,-0.2037336155,-0.3171134871,-0.2945422668,-0.4897258115,-0.5102539958,-0.5998664727,-0.2947111637,-0.2576776162,-0.2508062598,-0.2180199774,-0.2239725586,-0.0337965257,-0.3142654013,-0.367706595,-0.3995412452,-0.1702283401,-0.2283804735,-0.4191043629,-0.383676121,-0.4369058606,-0.2402225121,-0.5074045127,-0.4909903363,-0.3423672233,-0.3188010227,-0.5138919533,-0.3168707156,-0.3223375367,-0.5137974804,-0.5627145287,-0.6025816183,-0.6243519237
